id,first_name,last_name,sum_amount,avg_amount
429,Arash,Khosravi,1036865000,94260454.5455
271,Maryam,Kashani,1034507000,94046090.9091
225,Sara,Taheri,1031513000,171918833.3333
1104,Behnam,Taheri,1030639000,114515444.4444
435,Alireza,Sardari,1020285000,92753181.8182
727,Sohrab,Moghadam,1019625000,84968750.0000
451,Mina,Najafi,1017837000,92530636.3636
408,Kaveh,Karimi,1017088000,127136000.0000
675,Monir,Khani,1009700000,144242857.1429
99,Ghazal,Ramsari,1009661000,112184555.5556
374,Sahar,Pasha,1008829000,144118428.5714
651,Shirin,Shirazi,1006436000,167739333.3333
1197,Arash,Tehrani,999735000,111081666.6667
1154,Sanaz,Sadeghi,999675000,142810714.2857
1087,Mina,Tavasoli,995726000,99572600.0000
318,Mohammad,Mohammadi,994693000,124336625.0000
809,Mehdi,Khosravi,994640000,99464000.0000
780,Saeed,Khani,994123000,99412300.0000
369,Ramin,Rezaei,988715000,123589375.0000
746,Ladan,Shirazi,986701000,82225083.3333
127,Khatereh,Taheri,975794000,108421555.5556
244,Ghazal,Sadeghi,968348000,193669600.0000
791,Fatemeh,Hosseini,964317000,107146333.3333
885,Maryam,Ghorbani,962830000,106981111.1111
361,Pegah,Ghanbari,948456000,118557000.0000
856,Sara,Jafari,943705000,104856111.1111
1499,Pegah,Sadeghi,940705000,156784166.6667
576,Kamran,Hashemi,936929000,117116125.0000
184,Ahmad,Hashemi,934675000,103852777.7778
413,Niloufar,Khosravi,933550000,155591666.6667
608,Keyvan,Mousavi,926612000,84237454.5455
1090,Sahar,Jafari,926410000,185282000.0000
910,Pariyan,Abbasi,923087000,102565222.2222
33,Kamran,Afshar,921616000,153602666.6667
656,Bahar,Farhadi,919805000,91980500.0000
1086,Yasaman,Mirzai,915476000,101719555.5556
928,Hoda,Mousavi,912158000,114019750.0000
997,Navid,Eshghi,912032000,152005333.3333
136,Ghazal,Poursaeed,910949000,91094900.0000
1204,Ghazal,Tavasoli,907888000,151314666.6667
1266,Hossein,Hashemi,907365000,226841250.0000
1107,Hamidreza,Poursaeed,907055000,113381875.0000
192,Mehdi,Afshar,902737000,150456166.6667
722,Parisa,Zand,902070000,150345000.0000
197,Taras,Moghadam,900566000,180113200.0000
1405,Hamid,Salehi,898600000,99844444.4444
404,Babak,Rezaei,896832000,128118857.1429
477,Sohrab,Nasseri,891858000,297286000.0000
1077,Aida,Kashani,888793000,111099125.0000
226,Pegah,Sardari,887310000,221827500.0000
148,Pouriya,Moradi,885776000,110722000.0000
251,Saeed,Danesh,883798000,98199777.7778
688,Khatereh,Hosseini,878363000,125480428.5714
1067,Daryoush,Azizi,875059000,109382375.0000
978,Aida,Gholami,872519000,87251900.0000
385,Taras,Bagheri,869174000,108646750.0000
465,Elnaz,Karimi,869126000,79011454.5455
574,Kaveh,Shirazi,864404000,216101000.0000
584,Daryoush,Ramsari,862436000,123205142.8571
1059,Arman,Zand,861899000,86189900.0000
75,Zahra,Sadeghi,861448000,107681000.0000
1483,Bahar,Poursaeed,861062000,172212400.0000
443,Elnaz,Ghasemi,857184000,122454857.1429
523,Maryam,Nasseri,853093000,142182166.6667
1099,Elnaz,Abbasi,850680000,94520000.0000
939,Ehsan,Farhadi,850039000,85003900.0000
1222,Alireza,Shirazi,849464000,94384888.8889
233,Ahmad,Rahimi,846923000,84692300.0000
206,Alireza,Khani,846857000,105857125.0000
450,Roxana,Bagheri,846126000,105765750.0000
874,Hoda,Najafi,835470000,83547000.0000
324,Shirin,Anzali,826699000,75154454.5455
292,Somayeh,Mousavi,818106000,204526500.0000
188,Kamran,Tavasoli,815957000,81595700.0000
258,Atousa,Afshar,815223000,101902875.0000
538,Elnaz,Ranjbar,811895000,101486875.0000
1303,Kamran,Hosseini,797318000,132886333.3333
1404,Hoda,Najafi,795963000,113709000.0000
5,Ali,Zand,795479000,132579833.3333
547,Sohrab,Azizi,794837000,132472833.3333
908,Ramin,Shahidi,791526000,131921000.0000
204,Mehdi,Ebrahimi,791290000,71935454.5455
1470,Navid,Danesh,786018000,112288285.7143
131,Mohammad,Kiani,784337000,71303363.6364
789,Hoda,Ramsari,784160000,130693333.3333
654,Zahra,Rashti,781738000,78173800.0000
1428,Mina,Javadi,779760000,111394285.7143
249,Hamid,Moradi,778383000,129730500.0000
1482,Bahar,Ramsari,778251000,259417000.0000
528,Maryam,Tavasoli,775696000,86188444.4444
1152,Ehsan,Mirzai,772973000,128828833.3333
1128,Shirin,Mohammadi,769265000,109895000.0000
101,Yasaman,Moghadam,767114000,109587714.2857
339,Narges,Abedi,766779000,127796500.0000
813,Somayeh,Zand,758343000,84260333.3333
236,Kobra,Pirouz,755454000,188863500.0000
398,Roxana,Ghasemi,754933000,107847571.4286
1472,Sanaz,Sadeghi,753566000,83729555.5556
135,Sahar,Taheri,753287000,94160875.0000
1156,Somayeh,Tavasoli,748763000,124793833.3333
7,Arman,Eshghi,747703000,124617166.6667
542,Taras,Rezaei,747412000,67946545.4545
797,Arezoo,Sadeghi,736856000,122809333.3333
681,Sahar,Nouri,736126000,81791777.7778
313,Shirin,Gilani,734321000,81591222.2222
1307,Kobra,Javadi,733890000,66717272.7273
384,Elnaz,Habibi,727867000,145573400.0000
110,Mohammad,Karimi,727267000,90908375.0000
1147,Atousa,Anzali,727224000,121204000.0000
766,Kobra,Hashemi,725823000,241941000.0000
1368,Hamid,Ranjbar,721422000,103060285.7143
1212,Niloufar,Tehrani,720019000,90002375.0000
894,Yasaman,Mousavi,718248000,71824800.0000
933,Mohammad,Gilani,717635000,119605833.3333
1416,Pariyan,Mohammadi,715426000,79491777.7778
903,Arman,Zand,714420000,89302500.0000
1202,Sina,Ghorbani,713613000,89201625.0000
1083,Kamran,Sardari,713164000,101880571.4286
293,Nima,Eshghi,712255000,79139444.4444
596,Shorah,Shirazi,712088000,178022000.0000
660,Pariyan,Ghanbari,706201000,88275125.0000
889,Mina,Gholami,696841000,87105125.0000
108,Hamid,Tavasoli,696255000,99465000.0000
311,Mahmoud,Kiani,692910000,230970000.0000
245,Alireza,Ghasemi,691638000,138327600.0000
693,Saman,Rezaei,684205000,136841000.0000
1345,Roxana,Fathi,683176000,227725333.3333
1481,Reza,Ranjbar,679664000,84958000.0000
278,Keyvan,Ramsari,679065000,61733181.8182
372,Amir,Rostami,676205000,84525625.0000
666,Ladan,Gilani,675252000,135050400.0000
1207,Monir,Najafi,666766000,95252285.7143
607,Daryoush,Tehrani,665618000,166404500.0000
972,Hoda,Karimi,652302000,108717000.0000
732,Taras,Ghanbari,651630000,130326000.0000
104,Niloufar,Sharifi,648727000,81090875.0000
396,Farhad,Rostami,646970000,107828333.3333
254,Arman,Rahimi,643914000,91987714.2857
1074,Amir,Gholami,642940000,71437777.7778
892,Mahsa,Kazemi,640698000,80087250.0000
24,Sina,Moradi,640319000,64031900.0000
1126,Behnam,Karimi,639377000,79922125.0000
142,Reza,Karimi,639083000,213027666.6667
479,Amir,Azizi,638652000,79831500.0000
1039,Farhad,Abedi,636790000,212263333.3333
1462,Pariyan,Ramsari,636435000,106072500.0000
658,Amir,Salehi,631901000,105316833.3333
1314,Mina,Hashemi,630544000,70060444.4444
434,Khatereh,Ghanbari,621097000,69010777.7778
312,Mahmoud,Mousavi,619477000,123895400.0000
833,Arman,Poursaeed,615819000,205273000.0000
992,Farhad,Mousavi,613818000,306909000.0000
1282,Ali,Vafaei,609846000,76230750.0000
1124,Yasaman,Hosseini,607015000,101169166.6667
154,Keyvan,Danesh,603170000,150792500.0000
360,Sina,Khani,602442000,120488400.0000
888,Hamid,Danesh,602174000,120434800.0000
90,Ehsan,Pirouz,601964000,66884888.8889
689,Mina,Sharifi,600215000,75026875.0000
1369,Niloufar,Mirzai,595601000,148900250.0000
1381,Pariyan,Habibi,592482000,59248200.0000
1400,Keyvan,Ghanbari,591958000,59195800.0000
957,Saeed,Pasha,591718000,84531142.8571
1035,Pariyan,Vafaei,590653000,84379000.0000
701,Yasaman,Ghasemi,589491000,117898200.0000
167,Elnaz,Khosravi,587453000,73431625.0000
707,Somayeh,Khani,586300000,97716666.6667
105,Daryoush,Pirouz,585936000,97656000.0000
220,Niloufar,Sultani,581570000,145392500.0000
1117,Sara,Javadi,580775000,145193750.0000
1474,Hossein,Shahidi,579430000,144857500.0000
76,Hoda,Ghorbani,574203000,114840600.0000
685,Narges,Rahimi,571123000,95187166.6667
704,Nima,Ahmadi,571123000,142780750.0000
1005,Kobra,Azizi,565910000,113182000.0000
1133,Maryam,Zarei,565548000,188516000.0000
1080,Sepideh,Sardari,564220000,70527500.0000
867,Ghazal,Ghanbari,563999000,80571285.7143
118,Parisa,Sultani,560981000,80140142.8571
279,Bahar,Afshar,559673000,69959125.0000
532,Pegah,Mahdavi,556449000,79492714.2857
963,Arash,Pirouz,555409000,185136333.3333
342,Sohrab,Abbasi,550980000,275490000.0000
1002,Ghazal,Ebrahimi,550187000,78598142.8571
257,Ladan,Gholami,549012000,109802400.0000
1121,Taras,Gilani,545714000,90952333.3333
228,Sara,Fathi,545136000,68142000.0000
692,Sanaz,Kazemi,543974000,77710571.4286
1192,Bahar,Kashani,543838000,77691142.8571
1484,Aida,Najafi,542373000,77481857.1429
878,Kaveh,Salehi,541225000,90204166.6667
1004,Sina,Fathi,537670000,89611666.6667
795,Alireza,Kiani,536810000,89468333.3333
757,Keyvan,Ramsari,535371000,107074200.0000
949,Fatemeh,Javadi,534553000,133638250.0000
460,Kamran,Azizi,532059000,133014750.0000
100,Hossein,Rezaei,530886000,66360750.0000
758,Monir,Rashti,528385000,88064166.6667
1053,Arash,Kazemi,528313000,75473285.7143
1332,Ramin,Danesh,524361000,104872200.0000
252,Pegah,Gilani,523231000,87205166.6667
82,Arman,Javadi,522712000,52271200.0000
741,Zahra,Mohammadi,522578000,65322250.0000
690,Parisa,Ghorbani,522439000,104487800.0000
461,Saeed,Ranjbar,519580000,259790000.0000
682,Kobra,Ghasemi,519129000,129782250.0000
567,Parisa,Ghanbari,515232000,103046400.0000
946,Narges,Fathi,514075000,102815000.0000
912,Yasaman,Farhadi,513010000,51301000.0000
764,Amir,Shahidi,509278000,63659750.0000
1171,Keyvan,Taheri,507411000,72487285.7143
301,Saeed,Vafaei,504195000,72027857.1429
751,Taras,Ahmadi,499960000,55551111.1111
750,Roxana,Mousavi,499458000,99891600.0000
415,Kaveh,Khani,498804000,83134000.0000
612,Roxana,Gilani,498355000,55372777.7778
1491,Khatereh,Eshghi,497157000,71022428.5714
927,Ali,Vafaei,494958000,70708285.7143
1489,Mahmoud,Ghasemi,491792000,40982666.6667
976,Kobra,Shahidi,489980000,122495000.0000
562,Hoda,Kazemi,489678000,163226000.0000
507,Sara,Soleimani,486572000,69510285.7143
770,Ramin,Kazemi,486320000,48632000.0000
329,Khatereh,Afshar,484370000,161456666.6667
57,Sohrab,Moradi,483754000,120938500.0000
349,Sina,Sultani,483052000,96610400.0000
21,Sara,Khani,479464000,119866000.0000
628,Niloufar,Abbasi,479029000,95805800.0000
531,Elnaz,Poursaeed,476536000,68076571.4286
491,Mahsa,Afshar,473751000,157917000.0000
1423,Ramin,Rezaei,472977000,94595400.0000
1245,Khatereh,Najafi,472404000,47240400.0000
1229,Atousa,Nouri,472254000,78709000.0000
1325,Ali,Abedi,465735000,93147000.0000
520,Yasaman,Mohammadi,463799000,92759800.0000
529,Kamran,Soleimani,457940000,65420000.0000
837,Ali,Mahdavi,456760000,76126666.6667
1158,Atousa,Shirazi,448970000,89794000.0000
81,Khatereh,Danesh,447707000,89541400.0000
921,Babak,Rostami,447072000,111768000.0000
755,Roxana,Rashti,444637000,111159250.0000
189,Mehdi,Jafari,442198000,110549500.0000
1244,Zahra,Eshghi,442073000,73678833.3333
1293,Sohrab,Ghorbani,440870000,220435000.0000
1365,Mahmoud,Vafaei,436059000,218029500.0000
1239,Narges,Zarei,434975000,72495833.3333
1023,Ali,Abedi,434814000,144938000.0000
380,Sahar,Rashti,434729000,72454833.3333
1495,Ahmad,Zarei,429501000,71583500.0000
240,Aida,Eshghi,429481000,71580166.6667
1155,Ghazal,Sultani,429468000,85893600.0000
1114,Navid,Ebrahimi,425500000,141833333.3333
1413,Mahsa,Ghasemi,422759000,84551800.0000
566,Arman,Rahimi,422027000,105506750.0000
702,Mehdi,Tavasoli,420871000,84174200.0000
846,Narges,Kashani,417410000,104352500.0000
625,Monir,Nasseri,415940000,69323333.3333
995,Keyvan,Ahmadi,412412000,137470666.6667
397,Keyvan,Eshghi,408142000,102035500.0000
1256,Pegah,Zarei,407965000,135988333.3333
573,Shirin,Sardari,407118000,203559000.0000
9,Aida,Rezaei,402394000,57484857.1429
474,Sepideh,Pirouz,397564000,132521333.3333
982,Ladan,Moradi,394211000,98552750.0000
896,Yasaman,Farhadi,393330000,196665000.0000
922,Pouriya,Pirouz,392480000,98120000.0000
713,Taras,Pirouz,391869000,65311500.0000
400,Nima,Sultani,389166000,55595142.8571
1268,Shorah,Habibi,385720000,192860000.0000
1136,Arman,Mirzai,385052000,55007428.5714
455,Monir,Afshar,383804000,54829142.8571
130,Bahar,Khosravi,382371000,95592750.0000
153,Hamidreza,Danesh,382294000,54613428.5714
623,Mohammad,Abedi,376550000,188275000.0000
1165,Elnaz,Vafaei,373353000,93338250.0000
1116,Keyvan,Rostami,372189000,186094500.0000
1223,Niloufar,Najafi,371761000,46470125.0000
303,Kamran,Gilani,371665000,74333000.0000
1243,Mina,Bagheri,368560000,184280000.0000
863,Reza,Azizi,368169000,92042250.0000
686,Nima,Ahmadi,365098000,60849666.6667
1402,Ehsan,Azizi,364706000,72941200.0000
1081,Sina,Sharifi,363152000,60525333.3333
1045,Hossein,Najafi,361704000,120568000.0000
1316,Sepideh,Ranjbar,359280000,179640000.0000
299,Ahmad,Moghadam,357997000,44749625.0000
582,Daryoush,Moghadam,355406000,177703000.0000
932,Kobra,Farhadi,353304000,117768000.0000
368,Ghazal,Ghasemi,352830000,176415000.0000
616,Pouriya,Ramsari,350100000,87525000.0000
1042,Hamid,Habibi,346071000,57678500.0000
261,Kamran,Kiani,342692000,68538400.0000
968,Sahar,Mohammadi,341581000,170790500.0000
823,Shorah,Najafi,338461000,112820333.3333
911,Arezoo,Khani,338152000,42269000.0000
760,Reza,Shahidi,337816000,67563200.0000
793,Zahra,Hashemi,332981000,55496833.3333
646,Arman,Hosseini,330314000,41289250.0000
376,Alireza,Kazemi,330239000,55039833.3333
788,Niloufar,Hosseini,330175000,66035000.0000
120,Elnaz,Farhadi,329971000,82492750.0000
1140,Mahsa,Farhadi,327173000,65434600.0000
493,Narges,Ranjbar,327158000,81789500.0000
17,Kaveh,Pasha,326111000,65222200.0000
603,Mehdi,Kazemi,324990000,108330000.0000
579,Kaveh,Eshghi,323566000,107855333.3333
1251,Sina,Rahimi,321127000,40140875.0000
808,Monir,Rahimi,320142000,106714000.0000
1346,Elnaz,Nasseri,319320000,63864000.0000
1010,Sahar,Mousavi,318413000,63682600.0000
403,Ladan,Mohammadi,316466000,79116500.0000
589,Roxana,Hashemi,315250000,78812500.0000
1327,Pegah,Pirouz,315049000,157524500.0000
113,Somayeh,Ramsari,312066000,104022000.0000
1122,Atousa,Vafaei,311780000,51963333.3333
552,Hoda,Sharifi,309558000,34395333.3333
179,Mahsa,Rostami,307410000,102470000.0000
169,Sanaz,Javadi,306880000,51146666.6667
88,Mahmoud,Shirazi,305591000,61118200.0000
1317,Kamran,Rashti,303922000,50653666.6667
1047,Farhad,Poursaeed,303722000,151861000.0000
37,Alireza,Kazemi,303026000,50504333.3333
1349,Sara,Karimi,301892000,60378400.0000
350,Ladan,Ahmadi,300603000,75150750.0000
879,Atousa,Sardari,298110000,42587142.8571
527,Babak,Afshar,296990000,148495000.0000
1255,Reza,Ranjbar,292929000,58585800.0000
1013,Ahmad,Pasha,291728000,97242666.6667
1018,Nima,Poursaeed,290018000,96672666.6667
1200,Ghazal,Nasseri,287410000,95803333.3333
622,Elnaz,Bagheri,285600000,95200000.0000
860,Sahar,Tavasoli,284393000,142196500.0000
871,Ahmad,Sadeghi,283609000,94536333.3333
272,Zahra,Rahimi,282864000,94288000.0000
598,Farhad,Ghanbari,282406000,94135333.3333
541,Hossein,Sardari,281425000,140712500.0000
187,Navid,Khosravi,280090000,93363333.3333
1249,Arash,Ranjbar,279120000,93040000.0000
436,Roxana,Zarei,276467000,138233500.0000
1264,Niloufar,Shahidi,268309000,89436333.3333
715,Behnam,Zarei,268059000,53611800.0000
1226,Sahar,Kiani,267580000,133790000.0000
1075,Sara,Ranjbar,266770000,66692500.0000
107,Elnaz,Karimi,264149000,88049666.6667
229,Pouriya,Habibi,262824000,65706000.0000
698,Kobra,Eshghi,260105000,130052500.0000
388,Ladan,Najafi,258748000,129374000.0000
39,Mahsa,Ramsari,258540000,129270000.0000
1085,Hossein,Hashemi,253626000,84542000.0000
25,Taras,Khosravi,252352000,84117333.3333
1306,Roxana,Hosseini,251299000,83766333.3333
409,Ladan,Ghorbani,250638000,125319000.0000
602,Ghazal,Azizi,250400000,125200000.0000
379,Kaveh,Javadi,250049000,125024500.0000
765,Mohammad,Danesh,249236000,83078666.6667
652,Reza,Khani,247414000,41235666.6667
611,Mohammad,Poursaeed,246601000,123300500.0000
265,Sahar,Sharifi,246538000,61634500.0000
1123,Babak,Sardari,246240000,82080000.0000
326,Saeed,Tavasoli,245900000,81966666.6667
1329,Mahsa,Hashemi,245220000,122610000.0000
1153,Roxana,Tehrani,244509000,48901800.0000
870,Zahra,Hosseini,243836000,121918000.0000
1240,Khatereh,Rostami,243251000,48650200.0000
1318,Mohammad,Azizi,242780000,121390000.0000
554,Shorah,Eshghi,241907000,80635666.6667
935,Pegah,Mohammadi,241900000,80633333.3333
966,Zahra,Ghanbari,239068000,59767000.0000
1335,Kobra,Azizi,237644000,59411000.0000
219,Sara,Hashemi,235810000,117905000.0000
595,Kobra,Abedi,235097000,58774250.0000
1046,Ghazal,Khani,232615000,58153750.0000
931,Monir,Jafari,231847000,57961750.0000
953,Sina,Moradi,229518000,114759000.0000
703,Pouriya,Khani,226097000,37682833.3333
572,Babak,Zarei,225365000,37560833.3333
336,Khatereh,Hosseini,224160000,112080000.0000
1459,Sara,Rostami,223830000,74610000.0000
478,Taras,Sadeghi,223578000,74526000.0000
613,Sara,Tehrani,223496000,55874000.0000
763,Sara,Tavasoli,223383000,111691500.0000
714,Saman,Nasseri,222750000,111375000.0000
930,Babak,Pirouz,222193000,74064333.3333
1320,Kamran,Ahmadi,222069000,111034500.0000
950,Sara,Ghanbari,221100000,110550000.0000
564,Hamidreza,Moghadam,219330000,109665000.0000
1105,Mina,Ghorbani,218555000,72851666.6667
800,Khatereh,Habibi,217864000,108932000.0000
851,Sina,Danesh,217606000,108803000.0000
366,Yasaman,Karimi,217013000,43402600.0000
792,Nima,Sultani,214885000,107442500.0000
1283,Taras,Sardari,214880000,107440000.0000
1455,Sepideh,Pasha,214784000,71594666.6667
743,Parisa,Bagheri,214350000,107175000.0000
430,Monir,Abbasi,212670000,106335000.0000
739,Aida,Azizi,212622000,53155500.0000
1050,Saeed,Soleimani,211614000,70538000.0000
1174,Sahar,Nouri,211610000,70536666.6667
1180,Parisa,Ahmadi,211178000,42235600.0000
1383,Alireza,Zand,202496000,50624000.0000
1418,Ali,Rostami,202435000,50608750.0000
231,Shirin,Taheri,201580000,100790000.0000
159,Mehdi,Abedi,200994000,66998000.0000
980,Arash,Rostami,198306000,99153000.0000
1111,Babak,Hashemi,195939000,97969500.0000
990,Daryoush,Azizi,194140000,97070000.0000
667,Ali,Javadi,191599000,95799500.0000
640,Hossein,Farhadi,191466000,95733000.0000
1454,Niloufar,Pirouz,188530000,94265000.0000
112,Sanaz,Ramsari,188166000,37633200.0000
340,Ahmad,Ranjbar,187519000,93759500.0000
979,Reza,Tavasoli,185620000,92810000.0000
1073,Sina,Ghorbani,184895000,92447500.0000
1285,Mahmoud,Kashani,184221000,61407000.0000
916,Sanaz,Ebrahimi,183658000,91829000.0000
1234,Pariyan,Salehi,183470000,91735000.0000
94,Ahmad,Tehrani,183237000,45809250.0000
699,Babak,Tavasoli,181478000,30246333.3333
1012,Mahmoud,Sardari,176070000,44017500.0000
325,Ahmad,Nasseri,175214000,58404666.6667
610,Kaveh,Anzali,174804000,29134000.0000
1166,Farhad,Gilani,171755000,57251666.6667
533,Mina,Nasseri,170759000,28459833.3333
158,Sanaz,Sharifi,168070000,84035000.0000
116,Ehsan,Zand,167150000,83575000.0000
85,Narges,Mohammadi,165634000,27605666.6667
822,Nima,Anzali,165245000,82622500.0000
941,Taras,Ghanbari,164340000,54780000.0000
594,Shirin,Kashani,164239000,54746333.3333
525,Khatereh,Nasseri,163290000,81645000.0000
866,Mahmoud,Vafaei,162970000,81485000.0000
1106,Hamid,Rahimi,161660000,53886666.6667
571,Sohrab,Fathi,160450000,80225000.0000
426,Shorah,Hosseini,159940000,79970000.0000
78,Mohammad,Moghadam,159430000,53143333.3333
10,Hamidreza,Afshar,154775000,30955000.0000
561,Mina,Zarei,154188000,77094000.0000
604,Narges,Rashti,150840000,30168000.0000
1269,Sara,Moradi,149960000,74980000.0000
1227,Hossein,Bagheri,149867000,74933500.0000
733,Ahmad,Vafaei,147167000,49055666.6667
1374,Reza,Gholami,143004000,35751000.0000
3,Shirin,Ghasemi,142942000,28588400.0000
601,Parisa,Kazemi,142930000,71465000.0000
1398,Aida,Ghasemi,142176000,71088000.0000
559,Saeed,Ranjbar,140830000,70415000.0000
178,Keyvan,Zarei,140330000,70165000.0000
2,Hamidreza,Azizi,140300000,70150000.0000
1091,Ehsan,Farhadi,140212000,70106000.0000
406,Ali,Javadi,137621000,22936833.3333
632,Somayeh,Eshghi,137560000,27512000.0000
216,Roxana,Tavasoli,134695000,67347500.0000
431,Pegah,Nasseri,132496000,66248000.0000
1355,Sara,Mahdavi,132322000,66161000.0000
738,Zahra,Hosseini,127878000,63939000.0000
410,Niloufar,Jafari,123097000,61548500.0000
1150,Daryoush,Eshghi,122560000,24512000.0000
618,Navid,Mirzai,121811000,60905500.0000
1384,Elnaz,Pirouz,120288000,60144000.0000
351,Mahmoud,Habibi,119610000,59805000.0000
472,Pariyan,Habibi,118738000,39579333.3333
126,Sara,Moradi,114644000,38214666.6667
1433,Somayeh,Ghasemi,111268000,37089333.3333
975,Keyvan,Mohammadi,109890000,54945000.0000
1411,Amir,Shirazi,109671000,36557000.0000
1313,Ehsan,Rashti,106090000,35363333.3333
20,Ehsan,Danesh,105259000,52629500.0000
1500,Sohrab,Khosravi,104745000,26186250.0000
848,Amir,Kiani,104332000,52166000.0000
210,Saeed,Rahimi,103232000,34410666.6667
132,Saeed,Ranjbar,101480000,50740000.0000
1184,Narges,Abedi,97902000,19580400.0000
517,Ghazal,Nasseri,96190000,48095000.0000
1441,Shirin,Sharifi,95921000,23980250.0000
499,Atousa,Tehrani,94865000,47432500.0000
1051,Sina,Gilani,94530000,47265000.0000
97,Parisa,Abedi,94333000,31444333.3333
1299,Nima,Moradi,92690000,46345000.0000
1096,Niloufar,Taheri,86422000,43211000.0000
934,Ramin,Pirouz,83536000,20884000.0000
1276,Yasaman,Shirazi,81588000,40794000.0000
665,Ramin,Salehi,80457000,26819000.0000
1451,Mahsa,Poursaeed,79004000,26334666.6667
1066,Taras,Hosseini,77863000,25954333.3333
1289,Babak,Farhadi,77735000,38867500.0000
940,Sepideh,Soleimani,76350000,25450000.0000
23,Amir,Pirouz,75480000,37740000.0000
193,Ghazal,Ahmadi,73075000,36537500.0000
422,Ramin,Habibi,70559000,35279500.0000
1291,Alireza,Anzali,70280000,35140000.0000
15,Sohrab,Afshar,70086000,35043000.0000
1058,Shirin,Mohammadi,68589000,34294500.0000
47,Farhad,Najafi,68479000,22826333.3333
19,Kaveh,Rahimi,63206000,31603000.0000
